run_id,condition,success,exp_stage,trial_id,trial_type,trial_index,time_elapsed,internal_node_id,hitId,workerId,assignmentId,a,tp_a,b,tp_b,c,tp_c,conditionmyown,cen_signal_contrast_stim,view_history,rt,response,stimulus,correct_response,correct_response_in_clockwise_or_counterclockwise,correct,slider_start,ctx_signal_contrast,cen_angle_in_degree,cen_signal_contrast_catchStim,confidence,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
14,3,true,pre-exp,fullscreen_starts,fullscreen,0,10892,0.0-0.0,3SD15I2WEBVYX2RZ7BNPTJHHA9P63F,A33VGSEJ44ORMF,352YTHGRO4E2Z7RDTAOEOZU1083H41,RT254,RT254,352YTHGRO4E2Z7RDTAOEOZU1083H41,352YTHGRO4E2Z7RDTAOEOZU1083H41,338054,338054,3,0.06,"""","""","""","""","""","""","""","""","""","""","""","""","2021-12-31 03:30:30",73.144.104.225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ac0f2dffeffaa78d35a552e03d03f0a8
14,3,"""",pre-exp,instructionspage1,instructions,1,15264,0.0-1.0-0.0,3SD15I2WEBVYX2RZ7BNPTJHHA9P63F,A33VGSEJ44ORMF,352YTHGRO4E2Z7RDTAOEOZU1083H41,RT254,RT254,352YTHGRO4E2Z7RDTAOEOZU1083H41,352YTHGRO4E2Z7RDTAOEOZU1083H41,338054,338054,3,0.06,"[{""page_index"":0,""viewing_time"":4361.0999999996275}]",4361.39999999851,"""","""","""","""","""","""","""","""","""","""","2021-12-31 03:30:30",73.144.104.225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ac0f2dffeffaa78d35a552e03d03f0a8
14,3,"""",pre-exp,instructions_block2,canvas-button-response,2,36070,0.0-2.0-0.0-0.0,3SD15I2WEBVYX2RZ7BNPTJHHA9P63F,A33VGSEJ44ORMF,352YTHGRO4E2Z7RDTAOEOZU1083H41,RT254,RT254,352YTHGRO4E2Z7RDTAOEOZU1083H41,352YTHGRO4E2Z7RDTAOEOZU1083H41,338054,338054,3,0.06,"""",20717.300000000745,1,instructionStim1,1,Clockwise,true,"""","""","""","""","""","2021-12-31 03:30:30",73.144.104.225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ac0f2dffeffaa78d35a552e03d03f0a8
14,3,"""",pre-exp,instructions_block3,canvas-button-response,3,38109,0.0-3.0-0.0-0.0,3SD15I2WEBVYX2RZ7BNPTJHHA9P63F,A33VGSEJ44ORMF,352YTHGRO4E2Z7RDTAOEOZU1083H41,RT254,RT254,352YTHGRO4E2Z7RDTAOEOZU1083H41,352YTHGRO4E2Z7RDTAOEOZU1083H41,338054,338054,3,0.06,"""",1977.0999999996275,0,instructionStim2,0,Counter-clockwise,true,"""","""","""","""","""","2021-12-31 03:30:30",73.144.104.225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ac0f2dffeffaa78d35a552e03d03f0a8
14,3,"""",pre-exp,instructions_block4,html-slider-response,4,53655,0.0-4.0,3SD15I2WEBVYX2RZ7BNPTJHHA9P63F,A33VGSEJ44ORMF,352YTHGRO4E2Z7RDTAOEOZU1083H41,RT254,RT254,352YTHGRO4E2Z7RDTAOEOZU1083H41,352YTHGRO4E2Z7RDTAOEOZU1083H41,338054,338054,3,0.06,"""",15544.699999999255,100,"<div id=""message-div""><p>After you have made your clockwise/counter-clockwise choice, <br>you will be asked to rate how confident you are that you were correct in your clockwise/counter-clockwise choice using a slide bar.<br>Please try to use the entire range of the slider bar.<br>For example, feel free to move the slider to the leftmost location if you are extremely uncertain about your choice, and the rightmost location if you are extremely certain.</p></div>","""","""","""",50,"""","""","""","""","2021-12-31 03:30:30",73.144.104.225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ac0f2dffeffaa78d35a552e03d03f0a8
14,3,"""",pre-exp,instructionspage5,instructions,5,60460,0.0-5.0-0.0,3SD15I2WEBVYX2RZ7BNPTJHHA9P63F,A33VGSEJ44ORMF,352YTHGRO4E2Z7RDTAOEOZU1083H41,RT254,RT254,352YTHGRO4E2Z7RDTAOEOZU1083H41,352YTHGRO4E2Z7RDTAOEOZU1083H41,338054,338054,3,0.06,"[{""page_index"":0,""viewing_time"":6801.5}]",6801.700000001118,"""","""","""","""","""","""","""","""","""","""","2021-12-31 03:30:30",73.144.104.225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ac0f2dffeffaa78d35a552e03d03f0a8
14,3,"""",pre-exp,instructionspage6,instructions,6,63164,0.0-6.0-0.0,3SD15I2WEBVYX2RZ7BNPTJHHA9P63F,A33VGSEJ44ORMF,352YTHGRO4E2Z7RDTAOEOZU1083H41,RT254,RT254,352YTHGRO4E2Z7RDTAOEOZU1083H41,352YTHGRO4E2Z7RDTAOEOZU1083H41,338054,338054,3,0.06,"[{""page_index"":0,""viewing_time"":2702.5999999996275}]",2702.7999999988824,"""","""","""","""","""","""","""","""","""","""","2021-12-31 03:30:30",73.144.104.225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ac0f2dffeffaa78d35a552e03d03f0a8
14,3,"""",pre-exp,instructionspage7,instructions,7,68799,0.0-7.0-0.0,3SD15I2WEBVYX2RZ7BNPTJHHA9P63F,A33VGSEJ44ORMF,352YTHGRO4E2Z7RDTAOEOZU1083H41,RT254,RT254,352YTHGRO4E2Z7RDTAOEOZU1083H41,352YTHGRO4E2Z7RDTAOEOZU1083H41,338054,338054,3,0.06,"[{""page_index"":0,""viewing_time"":5633.799999998882}]",5634.0999999996275,"""","""","""","""","""","""","""","""","""","""","2021-12-31 03:30:30",73.144.104.225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ac0f2dffeffaa78d35a552e03d03f0a8
14,3,"""",pre-exp,instructionspage8,instructions,8,71261,0.0-8.0-0.0,3SD15I2WEBVYX2RZ7BNPTJHHA9P63F,A33VGSEJ44ORMF,352YTHGRO4E2Z7RDTAOEOZU1083H41,RT254,RT254,352YTHGRO4E2Z7RDTAOEOZU1083H41,352YTHGRO4E2Z7RDTAOEOZU1083H41,338054,338054,3,0.06,"[{""page_index"":0,""viewing_time"":2460.7999999988824}]",2461.0999999996275,"""","""","""","""","""","""","""","""","""","""","2021-12-31 03:30:30",73.144.104.225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ac0f2dffeffaa78d35a552e03d03f0a8
14,3,"""",practice_procedure,fixation,html-keyboard-response,9,71780,0.0-9.0-0.0-0.0,3SD15I2WEBVYX2RZ7BNPTJHHA9P63F,A33VGSEJ44ORMF,352YTHGRO4E2Z7RDTAOEOZU1083H41,RT254,RT254,352YTHGRO4E2Z7RDTAOEOZU1083H41,352YTHGRO4E2Z7RDTAOEOZU1083H41,338054,338054,3,0.06,"""",null,null,"<div class = fixationbox><div class = fixation>+</div></div>","""","""","""","""","""","""","""","""","2021-12-31 03:30:30",73.144.104.225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ac0f2dffeffaa78d35a552e03d03f0a8
